,player,team,comp,surname
4982,pulkit narang,services,syed_mushtaq_ali_trophy,narang
4983,raj bahadur pal,services,syed_mushtaq_ali_trophy,pal
4984,rajat paliwal,services,syed_mushtaq_ali_trophy,paliwal
4985,ravi chauhan,services,syed_mushtaq_ali_trophy,chauhan
4986,s g rohilla,services,syed_mushtaq_ali_trophy,rohilla
4987,shivam kumar,services,syed_mushtaq_ali_trophy,kumar
4988,suraj vashisht,services,syed_mushtaq_ali_trophy,vashisht
4989,v u yadav,services,syed_mushtaq_ali_trophy,yadav
4990,varun choudhary,services,syed_mushtaq_ali_trophy,choudhary
4991,vikas hathwala,services,syed_mushtaq_ali_trophy,hathwala
4992,vineet dhankhar,services,syed_mushtaq_ali_trophy,dhankhar
4993,vishal gaur,services,syed_mushtaq_ali_trophy,gaur
4994,aamir,sikkim,syed_mushtaq_ali_trophy,aamir
4995,alauddin,sikkim,syed_mushtaq_ali_trophy,alauddin
4996,ankur,sikkim,syed_mushtaq_ali_trophy,ankur
4997,anwesh,sikkim,syed_mushtaq_ali_trophy,anwesh
4998,arun,sikkim,syed_mushtaq_ali_trophy,arun
4999,ashish thapa,sikkim,syed_mushtaq_ali_trophy,thapa
5000,bhim,sikkim,syed_mushtaq_ali_trophy,bhim
5001,bhushan subba,sikkim,syed_mushtaq_ali_trophy,subba
5002,chandra b chettri,sikkim,syed_mushtaq_ali_trophy,chettri
5003,j k yadav,sikkim,syed_mushtaq_ali_trophy,yadav
5004,jeetendra,sikkim,syed_mushtaq_ali_trophy,jeetendra
5005,karanveer kaushal,sikkim,syed_mushtaq_ali_trophy,kaushal
5006,lee yong lepcha,sikkim,syed_mushtaq_ali_trophy,lepcha
5007,md saptula,sikkim,syed_mushtaq_ali_trophy,saptula
5008,mohmmad rhonak,sikkim,syed_mushtaq_ali_trophy,rhonak
5009,narchung,sikkim,syed_mushtaq_ali_trophy,narchung
5010,nilesh lamichaney,sikkim,syed_mushtaq_ali_trophy,lamichaney
5011,palzor,sikkim,syed_mushtaq_ali_trophy,palzor
5012,pankaj,sikkim,syed_mushtaq_ali_trophy,pankaj
5013,parth p,sikkim,syed_mushtaq_ali_trophy,p
5014,pempa,sikkim,syed_mushtaq_ali_trophy,pempa
5015,pranesh,sikkim,syed_mushtaq_ali_trophy,pranesh
5016,rahul,sikkim,syed_mushtaq_ali_trophy,rahul
5017,robin limboo,sikkim,syed_mushtaq_ali_trophy,limboo
5018,ronit more,sikkim,syed_mushtaq_ali_trophy,more
5019,roshan,sikkim,syed_mushtaq_ali_trophy,roshan
5020,saurav kumar prasad,sikkim,syed_mushtaq_ali_trophy,prasad
5021,som,sikkim,syed_mushtaq_ali_trophy,som
5022,sumit,sikkim,syed_mushtaq_ali_trophy,sumit
5023,tarun sharma,sikkim,syed_mushtaq_ali_trophy,sharma
5024,ajith ram s,tamil nadu,syed_mushtaq_ali_trophy,s
5025,andre siddarth,tamil nadu,syed_mushtaq_ali_trophy,siddarth
5026,b indrajith,tamil nadu,syed_mushtaq_ali_trophy,indrajith
5027,b sai sudharsan,tamil nadu,syed_mushtaq_ali_trophy,sudharsan
5028,boopathi vaishna kumar m,tamil nadu,syed_mushtaq_ali_trophy,m
5029,c v achyuth,tamil nadu,syed_mushtaq_ali_trophy,achyuth
5030,gurjapneet,tamil nadu,syed_mushtaq_ali_trophy,gurjapneet
5031,h trilok nag,tamil nadu,syed_mushtaq_ali_trophy,nag
5032,jhathavedh subramanyan,tamil nadu,syed_mushtaq_ali_trophy,subramanyan
5033,lakshay jain s,tamil nadu,syed_mushtaq_ali_trophy,s
5034,m mohammed,tamil nadu,syed_mushtaq_ali_trophy,mohammed
5035,m siddharth,tamil nadu,syed_mushtaq_ali_trophy,siddharth
5036,n jagadeesan,tamil nadu,syed_mushtaq_ali_trophy,jagadeesan
5037,p vignesh,tamil nadu,syed_mushtaq_ali_trophy,vignesh
5038,poiyamozhi m,tamil nadu,syed_mushtaq_ali_trophy,m
5039,pradosh ranjan paul,tamil nadu,syed_mushtaq_ali_trophy,paul
5040,pranav ragavendra r d,tamil nadu,syed_mushtaq_ali_trophy,d
5041,r sai kishore,tamil nadu,syed_mushtaq_ali_trophy,kishore
5042,r sanjay yadav,tamil nadu,syed_mushtaq_ali_trophy,yadav
5043,r sonu yadav,tamil nadu,syed_mushtaq_ali_trophy,yadav
5044,ragupathy silambarasan,tamil nadu,syed_mushtaq_ali_trophy,silambarasan
5045,s lokeshwar,tamil nadu,syed_mushtaq_ali_trophy,lokeshwar
5046,s mohamed ali,tamil nadu,syed_mushtaq_ali_trophy,ali
5047,s rithik easwaran,tamil nadu,syed_mushtaq_ali_trophy,easwaran
5048,shahrukh khan,tamil nadu,syed_mushtaq_ali_trophy,khan
5049,shivam singh,tamil nadu,syed_mushtaq_ali_trophy,singh
5050,sunny,tamil nadu,syed_mushtaq_ali_trophy,sunny
5051,t natarajan,tamil nadu,syed_mushtaq_ali_trophy,natarajan
5052,tushar raheja,tamil nadu,syed_mushtaq_ali_trophy,raheja
5053,varun,tamil nadu,syed_mushtaq_ali_trophy,varun
5054,vijay shankar,tamil nadu,syed_mushtaq_ali_trophy,shankar
5055,warrier,tamil nadu,syed_mushtaq_ali_trophy,warrier
5056,washington sundar,tamil nadu,syed_mushtaq_ali_trophy,sundar
5057,yudheeswaran v,tamil nadu,syed_mushtaq_ali_trophy,v
5058,a a das,tripura,syed_mushtaq_ali_trophy,das
5059,a a sinha,tripura,syed_mushtaq_ali_trophy,sinha
5060,a k sarkar,tripura,syed_mushtaq_ali_trophy,sarkar
5061,a s sarkar,tripura,syed_mushtaq_ali_trophy,sarkar
5062,apurba biswas,tripura,syed_mushtaq_ali_trophy,biswas
5063,arjun debnath,tripura,syed_mushtaq_ali_trophy,debnath
5064,b b debnath,tripura,syed_mushtaq_ali_trophy,debnath
5065,b b ghosh,tripura,syed_mushtaq_ali_trophy,ghosh
5066,babul dey,tripura,syed_mushtaq_ali_trophy,dey
5067,bikram kumar das,tripura,syed_mushtaq_ali_trophy,das
5068,c k paul,tripura,syed_mushtaq_ali_trophy,paul
5069,chandan ray,tripura,syed_mushtaq_ali_trophy,ray
5070,d k singha,tripura,syed_mushtaq_ali_trophy,singha
5071,d t bhattacharjee,tripura,syed_mushtaq_ali_trophy,bhattacharjee
5072,j b bhattacharjee,tripura,syed_mushtaq_ali_trophy,bhattacharjee
5073,j r banik,tripura,syed_mushtaq_ali_trophy,banik
5074,jiwanjot singh,tripura,syed_mushtaq_ali_trophy,singh
5075,joydeb deb,tripura,syed_mushtaq_ali_trophy,deb
5076,k k acharjee,tripura,syed_mushtaq_ali_trophy,acharjee
5077,k r nama,tripura,syed_mushtaq_ali_trophy,nama
5078,m b mura singh,tripura,syed_mushtaq_ali_trophy,singh
5079,mandeep singh,tripura,syed_mushtaq_ali_trophy,singh
5080,n n sen,tripura,syed_mushtaq_ali_trophy,sen
5081,n n sen choudhury,tripura,syed_mushtaq_ali_trophy,choudhury
5082,parvez sultan,tripura,syed_mushtaq_ali_trophy,sultan
5083,r a dey,tripura,syed_mushtaq_ali_trophy,dey
5084,r n saha,tripura,syed_mushtaq_ali_trophy,saha
5085,rana datta,tripura,syed_mushtaq_ali_trophy,datta
5086,riaz uddain,tripura,syed_mushtaq_ali_trophy,uddain
5087,s m singha,tripura,syed_mushtaq_ali_trophy,singha
5088,s s  majumder,tripura,syed_mushtaq_ali_trophy,majumder
5089,s s ghosh,tripura,syed_mushtaq_ali_trophy,ghosh
5090,s s sutradhar,tripura,syed_mushtaq_ali_trophy,sutradhar
5091,s sharath,tripura,syed_mushtaq_ali_trophy,sharath
5092,sandip sarkar,tripura,syed_mushtaq_ali_trophy,sarkar
5093,sankar paul,tripura,syed_mushtaq_ali_trophy,paul
5094,saruk hossain,tripura,syed_mushtaq_ali_trophy,hossain
5095,saurabh das,tripura,syed_mushtaq_ali_trophy,das
5096,sridam paul,tripura,syed_mushtaq_ali_trophy,paul
5097,tejasvi jaiswal,tripura,syed_mushtaq_ali_trophy,jaiswal
5098,v k saha,tripura,syed_mushtaq_ali_trophy,saha
5099,vipin kumar sharma,tripura,syed_mushtaq_ali_trophy,sharma
5100,aaditya sharma,uttar pradesh,syed_mushtaq_ali_trophy,sharma
5101,aaqib khan,uttar pradesh,syed_mushtaq_ali_trophy,khan
5102,aaradhya yadav,uttar pradesh,syed_mushtaq_ali_trophy,yadav
5103,abdul rehman,uttar pradesh,syed_mushtaq_ali_trophy,rehman
5104,abhishek goswami,uttar pradesh,syed_mushtaq_ali_trophy,goswami
5105,adarsh mishra,uttar pradesh,syed_mushtaq_ali_trophy,mishra
5106,adarsh singh,uttar pradesh,syed_mushtaq_ali_trophy,singh
5107,ajay kumar,uttar pradesh,syed_mushtaq_ali_trophy,kumar
5108,aksh deep nath,uttar pradesh,syed_mushtaq_ali_trophy,nath
5109,ankit rajpoot,uttar pradesh,syed_mushtaq_ali_trophy,rajpoot
5110,aryan juyal,uttar pradesh,syed_mushtaq_ali_trophy,juyal
5111,atal bihari rai,uttar pradesh,syed_mushtaq_ali_trophy,rai
5112,bhuvneshwar kumar,uttar pradesh,syed_mushtaq_ali_trophy,kumar
5113,boby yadav,uttar pradesh,syed_mushtaq_ali_trophy,yadav
5114,dhruv chand jurel,uttar pradesh,syed_mushtaq_ali_trophy,jurel
5115,dhruv pratap singh,uttar pradesh,syed_mushtaq_ali_trophy,singh
5116,karan sharma,uttar pradesh,syed_mushtaq_ali_trophy,sharma
5117,karthikeya jaiswal,uttar pradesh,syed_mushtaq_ali_trophy,jaiswal
5118,kartik tyagi,uttar pradesh,syed_mushtaq_ali_trophy,tyagi
5119,kishan kumar singh,uttar pradesh,syed_mushtaq_ali_trophy,singh
5120,kritagya k k singh,uttar pradesh,syed_mushtaq_ali_trophy,singh
5121,kuldeep singh yadav,uttar pradesh,syed_mushtaq_ali_trophy,yadav
5122,kunal tyagi,uttar pradesh,syed_mushtaq_ali_trophy,tyagi
5123,madhav kaushik,uttar pradesh,syed_mushtaq_ali_trophy,kaushik
5124,mohd amaan,uttar pradesh,syed_mushtaq_ali_trophy,amaan
5125,mohsin khan,uttar pradesh,syed_mushtaq_ali_trophy,khan
5126,mukesh kumar,uttar pradesh,syed_mushtaq_ali_trophy,kumar
5127,nadeem,uttar pradesh,syed_mushtaq_ali_trophy,nadeem
5128,naman tiwari,uttar pradesh,syed_mushtaq_ali_trophy,tiwari
5129,nitish rana,uttar pradesh,syed_mushtaq_ali_trophy,rana
5130,piyush chawla,uttar pradesh,syed_mushtaq_ali_trophy,chawla
5131,prashant chaudhary,uttar pradesh,syed_mushtaq_ali_trophy,chaudhary
5132,prashant veer,uttar pradesh,syed_mushtaq_ali_trophy,veer
5133,prince yadav,uttar pradesh,syed_mushtaq_ali_trophy,yadav
5134,priyam garg,uttar pradesh,syed_mushtaq_ali_trophy,garg
5135,rajat sanserwal,uttar pradesh,syed_mushtaq_ali_trophy,sanserwal
5136,rinku singh,uttar pradesh,syed_mushtaq_ali_trophy,singh
5137,rishabh bansal,uttar pradesh,syed_mushtaq_ali_trophy,bansal
5138,rituraj sharma,uttar pradesh,syed_mushtaq_ali_trophy,sharma
5139,rohit dwivedi,uttar pradesh,syed_mushtaq_ali_trophy,dwivedi
5140,sameer rizvi,uttar pradesh,syed_mushtaq_ali_trophy,rizvi
5141,saurabh kumar,uttar pradesh,syed_mushtaq_ali_trophy,kumar
5142,shivam mavi,uttar pradesh,syed_mushtaq_ali_trophy,mavi
5143,shivam sharma,uttar pradesh,syed_mushtaq_ali_trophy,sharma
5144,shoaib siddiqui,uttar pradesh,syed_mushtaq_ali_trophy,siddiqui
5145,shubham mishra,uttar pradesh,syed_mushtaq_ali_trophy,mishra
5146,siddharth yadav,uttar pradesh,syed_mushtaq_ali_trophy,yadav
5147,swastik,uttar pradesh,syed_mushtaq_ali_trophy,swastik
5148,vaibhav choudhary,uttar pradesh,syed_mushtaq_ali_trophy,choudhary
5149,vasu vats,uttar pradesh,syed_mushtaq_ali_trophy,vats
5150,vijay kumar,uttar pradesh,syed_mushtaq_ali_trophy,kumar
5151,vineet panwar,uttar pradesh,syed_mushtaq_ali_trophy,panwar
5152,vipraj nigam,uttar pradesh,syed_mushtaq_ali_trophy,nigam
5153,yash dayal,uttar pradesh,syed_mushtaq_ali_trophy,dayal
5154,yash garg,uttar pradesh,syed_mushtaq_ali_trophy,garg
5155,zeeshan ansari,uttar pradesh,syed_mushtaq_ali_trophy,ansari
5156,abhay negi,uttarakhand,syed_mushtaq_ali_trophy,negi
5157,abhimanyu,uttarakhand,syed_mushtaq_ali_trophy,abhimanyu
5158,aditya sethi,uttarakhand,syed_mushtaq_ali_trophy,sethi
5159,aditya tare,uttarakhand,syed_mushtaq_ali_trophy,tare
5160,agrim tiwari,uttarakhand,syed_mushtaq_ali_trophy,tiwari
5161,akhil singh rawat,uttarakhand,syed_mushtaq_ali_trophy,rawat
5162,ankit,uttarakhand,syed_mushtaq_ali_trophy,ankit
5163,anshul,uttarakhand,syed_mushtaq_ali_trophy,anshul
5164,aryan sharma,uttarakhand,syed_mushtaq_ali_trophy,sharma
5165,avneesh sudha,uttarakhand,syed_mushtaq_ali_trophy,sudha
5166,bhanu,uttarakhand,syed_mushtaq_ali_trophy,bhanu
5167,bora,uttarakhand,syed_mushtaq_ali_trophy,bora
5168,d dhapola,uttarakhand,syed_mushtaq_ali_trophy,dhapola
5169,d negi,uttarakhand,syed_mushtaq_ali_trophy,negi
5170,himanshu bisht,uttarakhand,syed_mushtaq_ali_trophy,bisht
5171,jagmohan nagarkoti,uttarakhand,syed_mushtaq_ali_trophy,nagarkoti
5172,kamal,uttarakhand,syed_mushtaq_ali_trophy,kamal
5173,kunal chandela,uttarakhand,syed_mushtaq_ali_trophy,chandela
5174,madhwal a,uttarakhand,syed_mushtaq_ali_trophy,a
5175,mayank mishra,uttarakhand,syed_mushtaq_ali_trophy,mishra
5176,mukesh,uttarakhand,syed_mushtaq_ali_trophy,mukesh
5177,naveen kumar singh,uttarakhand,syed_mushtaq_ali_trophy,singh
5178,naveen rana,uttarakhand,syed_mushtaq_ali_trophy,rana
5179,neeraj rathour,uttarakhand,syed_mushtaq_ali_trophy,rathour
5180,p s khanduri,uttarakhand,syed_mushtaq_ali_trophy,khanduri
5181,piyush joshi,uttarakhand,syed_mushtaq_ali_trophy,joshi
5182,piyush singh,uttarakhand,syed_mushtaq_ali_trophy,singh
5183,prashant,uttarakhand,syed_mushtaq_ali_trophy,prashant
5184,prashant,uttarakhand,syed_mushtaq_ali_trophy,prashant
5185,pundir,uttarakhand,syed_mushtaq_ali_trophy,pundir
5186,rajan,uttarakhand,syed_mushtaq_ali_trophy,rajan
5187,raturi,uttarakhand,syed_mushtaq_ali_trophy,raturi
5188,ravinder,uttarakhand,syed_mushtaq_ali_trophy,ravinder
5189,sagar,uttarakhand,syed_mushtaq_ali_trophy,sagar
5190,samarth r,uttarakhand,syed_mushtaq_ali_trophy,r
5191,sanjeet sajwan,uttarakhand,syed_mushtaq_ali_trophy,sajwan
5192,sanskar rawat,uttarakhand,syed_mushtaq_ali_trophy,rawat
5193,satyam baaliyan,uttarakhand,syed_mushtaq_ali_trophy,baaliyan
5194,saurabh rawat,uttarakhand,syed_mushtaq_ali_trophy,rawat
5195,shivam gupta,uttarakhand,syed_mushtaq_ali_trophy,gupta
5196,sparsh joshi,uttarakhand,syed_mushtaq_ali_trophy,joshi
5197,swapnil k singh,uttarakhand,syed_mushtaq_ali_trophy,singh
5198,tanush gusain,uttarakhand,syed_mushtaq_ali_trophy,gusain
5199,tejender,uttarakhand,syed_mushtaq_ali_trophy,tejender
5200,vaibhav bhatt,uttarakhand,syed_mushtaq_ali_trophy,bhatt
5201,vijay sharma,uttarakhand,syed_mushtaq_ali_trophy,sharma
5202,vinay kumar,uttarakhand,syed_mushtaq_ali_trophy,kumar
5203,yuvraj choudhary,uttarakhand,syed_mushtaq_ali_trophy,choudhary
5204,a a wakhare,vidarbha,syed_mushtaq_ali_trophy,wakhare
5205,a k karnewar,vidarbha,syed_mushtaq_ali_trophy,karnewar
5206,a mokhade,vidarbha,syed_mushtaq_ali_trophy,mokhade
5207,a s thakare,vidarbha,syed_mushtaq_ali_trophy,thakare
5208,a v wadkar,vidarbha,syed_mushtaq_ali_trophy,wadkar
5209,a v wankhade,vidarbha,syed_mushtaq_ali_trophy,wankhade
5210,akash kombe,vidarbha,syed_mushtaq_ali_trophy,kombe
5211,atharva taide,vidarbha,syed_mushtaq_ali_trophy,taide
5212,bhute,vidarbha,syed_mushtaq_ali_trophy,bhute
5213,d g nalkande,vidarbha,syed_mushtaq_ali_trophy,nalkande
5214,danish malewar,vidarbha,syed_mushtaq_ali_trophy,malewar
5215,dhruv shorey,vidarbha,syed_mushtaq_ali_trophy,shorey
5216,dipesh parwani,vidarbha,syed_mushtaq_ali_trophy,parwani
5217,g m dhoble,vidarbha,syed_mushtaq_ali_trophy,dhoble
5218,harsh dubey,vidarbha,syed_mushtaq_ali_trophy,dubey
5219,j m sharma,vidarbha,syed_mushtaq_ali_trophy,sharma
5220,jagjot,vidarbha,syed_mushtaq_ali_trophy,jagjot
5221,karun nair,vidarbha,syed_mushtaq_ali_trophy,nair
5222,lalit yadav,vidarbha,syed_mushtaq_ali_trophy,yadav
5223,mandar mahale,vidarbha,syed_mushtaq_ali_trophy,mahale
5224,p r rekhade,vidarbha,syed_mushtaq_ali_trophy,rekhade
5225,praful hinge,vidarbha,syed_mushtaq_ali_trophy,hinge
5226,pravin rokdea,vidarbha,syed_mushtaq_ali_trophy,rokdea
5227,s b dubey,vidarbha,syed_mushtaq_ali_trophy,dubey
5228,s k wath,vidarbha,syed_mushtaq_ali_trophy,wath
5229,s v kapse,vidarbha,syed_mushtaq_ali_trophy,kapse
5230,satyam bhoyar,vidarbha,syed_mushtaq_ali_trophy,bhoyar
5231,shanmesh,vidarbha,syed_mushtaq_ali_trophy,shanmesh
5232,tekan,vidarbha,syed_mushtaq_ali_trophy,tekan
5233,umesh yadav,vidarbha,syed_mushtaq_ali_trophy,yadav
5234,y r thakur,vidarbha,syed_mushtaq_ali_trophy,thakur
5235,y v rathod,vidarbha,syed_mushtaq_ali_trophy,rathod
5236,yash kadam,vidarbha,syed_mushtaq_ali_trophy,kadam
5237,josh hartill,tas,second_xi,hartill
5238,baxter holt,wa,second_xi,holt
5239,liam blackford,victoria,second_xi,blackford
5240,harry nielsen,sa,second_xi,nielsen
5241,isaac conway,sa,second_xi,conway
5242,matthew gilkes,nsw,second_xi,gilkes
5243,jai lemire,victoria,second_xi,lemire
5244,isaiah snell,qld,second_xi,snell
5245,harry matthias,sa,second_xi,matthias
5246,joel curtis,wa,second_xi,curtis
5247,lachy aitken,qld,second_xi,aitken
5248,hugh weibgen,qld,second_xi,weibgen
5249,ashley chandrasinghe,victoria,second_xi,chandrasinghe
5250,ryan hicks,nsw,second_xi,hicks
5251,scott murn,australian capital territory,second_xi,murn
5252,keaton critchell,wa,second_xi,critchell
5253,lochie hardy,wa,second_xi,hardy
5254,kane halfpenny,sa,second_xi,halfpenny
5255,param uppal,tas,second_xi,uppal
5256,liam guthrie,qld,second_xi,guthrie
5257,lachlan shaw,nsw,second_xi,shaw
5258,jonathan merlo,victoria,second_xi,merlo
5259,charles stobo,wa,second_xi,stobo
5260,amritpal grewal,qld,second_xi,grewal
5261,thomas kelly,sa,second_xi,kelly
5262,max bryant,qld,second_xi,bryant
5263,jake lehmann,sa,second_xi,lehmann
5264,jason sangha,sa,second_xi,sangha
5265,teague wyllie,wa,second_xi,wyllie
5266,corey wasley,wa,second_xi,wasley
5267,zac beveridge,australian capital territory,second_xi,beveridge
5268,nic broes,australian capital territory,second_xi,broes
5269,thomas brown,sa,second_xi,brown
5270,kai brunker,australian capital territory,second_xi,brunker
5271,mackenzie harvey,sa,second_xi,harvey
5272,corey miller,nsw,second_xi,miller
5273,seamus keogh,sa,second_xi,keogh
5274,kyle brazell,sa,second_xi,brazell
5275,dylan brasher,victoria,second_xi,brasher
5276,zanden jeh,qld,second_xi,jeh
5277,charlie wakim,tas,second_xi,wakim
5278,ben manenti,sa,second_xi,manenti
5279,jayden vince,tas,second_xi,vince
5280,luke holt,wa,second_xi,holt
5281,mac wright,tas,second_xi,wright
5282,wesley agar,sa,second_xi,agar
5283,scott palombo,qld,second_xi,palombo
5284,lloyd pope,sa,second_xi,pope
5285,angus lovell,qld,second_xi,lovell
5286,joel davies,nsw,second_xi,davies
5287,jack sinfield,qld,second_xi,sinfield
5288,john montgomery,tas,second_xi,montgomery
5289,lawrence neil-smith,tas,second_xi,neil-smith
5290,thomas dwyer,tas,second_xi,dwyer
5291,eknoor singh,nsw,second_xi,singh
5292,brayden devries,tas,second_xi,devries
5293,benji floros,qld,second_xi,floros
5294,harry conway,sa,second_xi,conway
5295,marcus bean,tas,second_xi,bean
5296,shobit singh,victoria,second_xi,singh
5297,d’arcy short,wa,second_xi,short
5298,albert esterhuysen,wa,second_xi,esterhuysen
5299,ryan king,sa,second_xi,king
5300,dylan mclachlan,qld,second_xi,mclachlan
5301,kurtis patterson,nsw,second_xi,patterson
5302,cam mcclure,victoria,second_xi,mcclure
5303,jake smith,australian capital territory,second_xi,smith
5304,blake macdonald,victoria,second_xi,macdonald
5305,tyler van luin,australian capital territory,second_xi,luin
5306,samuel greer,wa,second_xi,greer
5307,tyler hays,australian capital territory,second_xi,hays
5308,henry hunt,sa,second_xi,hunt
5309,david moody,victoria,second_xi,moody
5310,campbell kellaway,victoria,second_xi,kellaway
5311,henry thornton,sa,second_xi,thornton
5312,tom straker,qld,second_xi,straker
5313,tom campbell,qld,second_xi,campbell
5314,smit raval,nsw,second_xi,raval
5315,noah mcfadyen,sa,second_xi,mcfadyen
5316,thomas balkin,qld,second_xi,balkin
5317,hamish case,sa,second_xi,case
5318,harry manenti,sa,second_xi,manenti
5319,nicholas davis,tas,second_xi,davis
5320,douglas warren,victoria,second_xi,warren
5321,tom rogers,victoria,second_xi,rogers
5322,ashton turner,wa,second_xi,turner
5323,zac worden,australian capital territory,second_xi,worden
5324,ryan hadley,nsw,second_xi,hadley
5325,douwtjie hoogenboezem,wa,second_xi,hoogenboezem
5326,william sutherland,victoria,second_xi,sutherland
5327,sam konstas,nsw,second_xi,konstas
5328,reiley mark,victoria,second_xi,mark
5329,kieran elliott,tas,second_xi,elliott
5330,jhye richardson,wa,second_xi,richardson
5331,mitch perry,victoria,second_xi,perry
5332,mikey mcnamara,australian capital territory,second_xi,mcnamara
5333,caelan maladay,tas,second_xi,maladay
5334,zak keogh,australian capital territory,second_xi,keogh
5335,conor mcinerney,sa,second_xi,mcinerney
5336,hayden watling,australian capital territory,second_xi,watling
5337,sam skelly,australian capital territory,second_xi,skelly
5338,jake scott,nsw,second_xi,scott
5339,william bosisto,wa,second_xi,bosisto
5340,xavier crone,victoria,second_xi,crone
5341,akshay joseph,australian capital territory,second_xi,joseph
5342,daniel hughes,nsw,second_xi,hughes
5343,harry dixon,victoria,second_xi,dixon
5344,connor sully,qld,second_xi,sully
5345,william prestwidge,tas,second_xi,prestwidge
5346,lachlan hearne,qld,second_xi,hearne
5347,aidan cahill,sa,second_xi,cahill
5348,rafael macmillan,tas,second_xi,macmillan
5349,blake nikitaras,nsw,second_xi,nikitaras
5350,jack wildermuth,qld,second_xi,wildermuth
5351,ethan clark,tas,second_xi,clark
5352,austin anlezark,victoria,second_xi,anlezark
5353,hayden kerr,nsw,second_xi,kerr
5354,oliver peake,victoria,second_xi,peake
5355,thomas hogan,australian capital territory,second_xi,hogan
5356,james reuther,sa,second_xi,reuther
5357,deakin murphy,sa,second_xi,murphy
5358,samuel voss,tas,second_xi,voss
5359,william salzmann,nsw,second_xi,salzmann
5360,ashley jeffrey,wa,second_xi,jeffrey
5361,jordan buckingham,sa,second_xi,buckingham
5362,hugo burdon,qld,second_xi,burdon
5363,ashton agar,wa,second_xi,agar
5364,callum vidler,qld,second_xi,vidler
5365,steven mcgiffin,qld,second_xi,mcgiffin
5366,connor o'riordan,nsw,second_xi,o'riordan
5367,liam scott,sa,second_xi,scott
5368,callum stow,victoria,second_xi,stow
5369,zac curtain,tas,second_xi,curtain
5370,matthew spoors,wa,second_xi,spoors
5371,peter francis,nsw,second_xi,francis
5372,nivethan radhakrishnan,tas,second_xi,radhakrishnan
5373,lachlan clark,tas,second_xi,clark
5374,samuel elliott,victoria,second_xi,elliott
5375,hanno jacobs,nsw,second_xi,jacobs
5376,brendan doggett,sa,second_xi,doggett
5377,aubrey stockdale,sa,second_xi,stockdale
5378,ross pawson,nsw,second_xi,pawson
5379,ryan hackney,nsw,second_xi,hackney
5380,lachlan poulter,wa,second_xi,poulter
5381,joshua vernon,wa,second_xi,vernon
5382,campbell thompson,sa,second_xi,thompson
5383,louis smith,tas,second_xi,smith
5384,simon budge,wa,second_xi,budge
5385,samuel fanning,wa,second_xi,fanning
5386,mahli beardman,wa,second_xi,beardman
5387,tom brooks,victoria,second_xi,brooks
5388,joshua clarke,nsw,second_xi,clarke
5389,hamish mckenzie,wa,second_xi,mckenzie
5390,jack sanson,australian capital territory,second_xi,sanson
5391,caleb jewell,tas,second_xi,jewell
5392,bradley hope,tas,second_xi,hope
5393,liam haskett,wa,second_xi,haskett
5394,daniel drew,sa,second_xi,drew
5395,aidan o’connor,tas,second_xi,o’connor
5396,bryce street,qld,second_xi,street
5397,tyler pearson,victoria,second_xi,pearson
5398,mackenzie harvey,sa,domestic_one_day,harvey
5399,matt renshaw,qld,domestic_one_day,renshaw
5400,lachlan hearne,qld,domestic_one_day,hearne
5401,peter handscomb,victoria,domestic_one_day,handscomb
5402,matthew gilkes,nsw,domestic_one_day,gilkes
5403,daniel drew,sa,domestic_one_day,drew
5404,josh philippe,nsw,domestic_one_day,philippe
5405,mitchell owen,tas,domestic_one_day,owen
5406,sam harper,victoria,domestic_one_day,harper
5407,ashton turner,wa,domestic_one_day,turner
5408,liam scott,sa,domestic_one_day,scott
5409,hilton cartwright,wa,domestic_one_day,cartwright
5410,nathan mcsweeney,sa,domestic_one_day,mcsweeney
5411,william sutherland,victoria,domestic_one_day,sutherland
5412,usman khawaja,qld,domestic_one_day,khawaja
5413,marcus harris,victoria,domestic_one_day,harris
5414,tom rogers,victoria,domestic_one_day,rogers
5415,campbell kellaway,victoria,domestic_one_day,kellaway
5416,sam whiteman,wa,domestic_one_day,whiteman
5417,jimmy peirson,qld,domestic_one_day,peirson
5418,sam konstas,nsw,domestic_one_day,konstas
5419,samuel elliott,victoria,domestic_one_day,elliott
5420,caleb jewell,tas,domestic_one_day,jewell
5421,jake lehmann,sa,domestic_one_day,lehmann
5422,lachlan shaw,nsw,domestic_one_day,shaw
5423,d’arcy short,wa,domestic_one_day,short
5424,cameron bancroft,wa,domestic_one_day,bancroft
5425,chris green,nsw,domestic_one_day,green
5426,jonathan merlo,victoria,domestic_one_day,merlo
5427,alex carey,sa,domestic_one_day,carey
5428,harry nielsen,sa,domestic_one_day,nielsen
5429,jack wildermuth,qld,domestic_one_day,wildermuth
5430,michael neser,qld,domestic_one_day,neser
5431,jack clayton,qld,domestic_one_day,clayton
5432,charlie wakim,tas,domestic_one_day,wakim
5433,ashton agar,wa,domestic_one_day,agar
5434,harry dixon,victoria,domestic_one_day,dixon
5435,jake weatherald,tas,domestic_one_day,weatherald
5436,matt short,victoria,domestic_one_day,short
5437,jordan silk,tas,domestic_one_day,silk
5438,jason sangha,sa,domestic_one_day,sangha
5439,nicolas maddinson,nsw,domestic_one_day,maddinson
5440,ben mcdermott,qld,domestic_one_day,mcdermott
5441,angus lovell,qld,domestic_one_day,lovell
5442,moises henriques,nsw,domestic_one_day,henriques
5443,samuel fanning,wa,domestic_one_day,fanning
