,player,team,comp,surname
3874,rm bishnoi,gujarat,syed_mushtaq_ali_trophy,bishnoi
3875,rudra mayur patel,gujarat,syed_mushtaq_ali_trophy,patel
3876,ruturajdesai,gujarat,syed_mushtaq_ali_trophy,ruturajdesai
3877,s a desai,gujarat,syed_mushtaq_ali_trophy,desai
3878,s d chauhan,gujarat,syed_mushtaq_ali_trophy,chauhan
3879,s m prajapati,gujarat,syed_mushtaq_ali_trophy,prajapati
3880,shen patel,gujarat,syed_mushtaq_ali_trophy,patel
3881,siddharth kheni,gujarat,syed_mushtaq_ali_trophy,kheni
3882,smit patel,gujarat,syed_mushtaq_ali_trophy,patel
3883,sunpreet bagga,gujarat,syed_mushtaq_ali_trophy,bagga
3884,tejas r patel,gujarat,syed_mushtaq_ali_trophy,patel
3885,umang,gujarat,syed_mushtaq_ali_trophy,umang
3886,urvil patel,gujarat,syed_mushtaq_ali_trophy,patel
3887,vishal b jayswal,gujarat,syed_mushtaq_ali_trophy,jayswal
3888,a a tanwar,haryana,syed_mushtaq_ali_trophy,tanwar
3889,a k chahal,haryana,syed_mushtaq_ali_trophy,chahal
3890,a r mishra,haryana,syed_mushtaq_ali_trophy,mishra
3891,a r rana,haryana,syed_mushtaq_ali_trophy,rana
3892,aditya kumar,haryana,syed_mushtaq_ali_trophy,kumar
3893,aman kumar,haryana,syed_mushtaq_ali_trophy,kumar
3894,ankit kumar,haryana,syed_mushtaq_ali_trophy,kumar
3895,anmol kaushik,haryana,syed_mushtaq_ali_trophy,kaushik
3896,anshul kamboj,haryana,syed_mushtaq_ali_trophy,kamboj
3897,arsh ranga,haryana,syed_mushtaq_ali_trophy,ranga
3898,ashok menaria,haryana,syed_mushtaq_ali_trophy,menaria
3899,bharat yadav,haryana,syed_mushtaq_ali_trophy,yadav
3900,bhuwan rohilla,haryana,syed_mushtaq_ali_trophy,rohilla
3901,dheeru singh,haryana,syed_mushtaq_ali_trophy,singh
3902,dinesh bana,haryana,syed_mushtaq_ali_trophy,bana
3903,garv sangwan,haryana,syed_mushtaq_ali_trophy,sangwan
3904,h j rana,haryana,syed_mushtaq_ali_trophy,rana
3905,h v patel,haryana,syed_mushtaq_ali_trophy,patel
3906,harman malik,haryana,syed_mushtaq_ali_trophy,malik
3907,harsh sharma,haryana,syed_mushtaq_ali_trophy,sharma
3908,ishant bhardwaj,haryana,syed_mushtaq_ali_trophy,bhardwaj
3909,j j yadav,haryana,syed_mushtaq_ali_trophy,yadav
3910,kapil hooda,haryana,syed_mushtaq_ali_trophy,hooda
3911,lakshay sangwan,haryana,syed_mushtaq_ali_trophy,sangwan
3912,lakshya suman dalal,haryana,syed_mushtaq_ali_trophy,dalal
3913,mayank shandilya,haryana,syed_mushtaq_ali_trophy,shandilya
3914,mohit sharma,haryana,syed_mushtaq_ali_trophy,sharma
3915,nikhil kashyap,haryana,syed_mushtaq_ali_trophy,kashyap
3916,nishant sindhu,haryana,syed_mushtaq_ali_trophy,sindhu
3917,nitesh,haryana,syed_mushtaq_ali_trophy,nitesh
3918,parth vats,haryana,syed_mushtaq_ali_trophy,vats
3919,piyush dahiya,haryana,syed_mushtaq_ali_trophy,dahiya
3920,r k tewatia,haryana,syed_mushtaq_ali_trophy,tewatia
3921,r p sharma,haryana,syed_mushtaq_ali_trophy,sharma
3922,rahul rathee,haryana,syed_mushtaq_ali_trophy,rathee
3923,rishant kohli,haryana,syed_mushtaq_ali_trophy,kohli
3924,s p kumar,haryana,syed_mushtaq_ali_trophy,kumar
3925,s r singroha,haryana,syed_mushtaq_ali_trophy,singroha
3926,sandeep dagar,haryana,syed_mushtaq_ali_trophy,dagar
3927,sarvesh rohilla,haryana,syed_mushtaq_ali_trophy,rohilla
3928,shubham lamba,haryana,syed_mushtaq_ali_trophy,lamba
3929,sunil sharma,haryana,syed_mushtaq_ali_trophy,sharma
3930,y r sharma,haryana,syed_mushtaq_ali_trophy,sharma
3931,yashvardhan dalal,haryana,syed_mushtaq_ali_trophy,dalal
3932,yuvraj singh,haryana,syed_mushtaq_ali_trophy,singh
3933,yuzvendra chahal,haryana,syed_mushtaq_ali_trophy,chahal
3934,a a walia,himachal pradesh,syed_mushtaq_ali_trophy,walia
3935,a g pathania,himachal pradesh,syed_mushtaq_ali_trophy,pathania
3936,a k bains,himachal pradesh,syed_mushtaq_ali_trophy,bains
3937,a p vashisht,himachal pradesh,syed_mushtaq_ali_trophy,vashisht
3938,a r kalsi,himachal pradesh,syed_mushtaq_ali_trophy,kalsi
3939,a r kumar,himachal pradesh,syed_mushtaq_ali_trophy,kumar
3940,a s bedi,himachal pradesh,syed_mushtaq_ali_trophy,bedi
3941,a s jamwal,himachal pradesh,syed_mushtaq_ali_trophy,jamwal
3942,abhinandan bhardwaj,himachal pradesh,syed_mushtaq_ali_trophy,bhardwaj
3943,abhishek m kumar,himachal pradesh,syed_mushtaq_ali_trophy,kumar
3944,aman jainwal,himachal pradesh,syed_mushtaq_ali_trophy,jainwal
3945,amanpreet  v singh,himachal pradesh,syed_mushtaq_ali_trophy,singh
3946,arpit n guleria,himachal pradesh,syed_mushtaq_ali_trophy,guleria
3947,aryavrat sharma,himachal pradesh,syed_mushtaq_ali_trophy,sharma
3948,ayush p kothari,himachal pradesh,syed_mushtaq_ali_trophy,kothari
3949,d b rangi,himachal pradesh,syed_mushtaq_ali_trophy,rangi
3950,daksh n narayan,himachal pradesh,syed_mushtaq_ali_trophy,narayan
3951,devvrat bikhta,himachal pradesh,syed_mushtaq_ali_trophy,bikhta
3952,divesh r sharma,himachal pradesh,syed_mushtaq_ali_trophy,sharma
3953,divyam j chaudhary,himachal pradesh,syed_mushtaq_ali_trophy,chaudhary
3954,e c sen,himachal pradesh,syed_mushtaq_ali_trophy,sen
3955,hritik kalia,himachal pradesh,syed_mushtaq_ali_trophy,kalia
3956,innesh n mahajan,himachal pradesh,syed_mushtaq_ali_trophy,mahajan
3957,jayshodhan v thakur,himachal pradesh,syed_mushtaq_ali_trophy,thakur
3958,k d singh,himachal pradesh,syed_mushtaq_ali_trophy,singh
3959,m a sharma,himachal pradesh,syed_mushtaq_ali_trophy,sharma
3960,m j dagar,himachal pradesh,syed_mushtaq_ali_trophy,dagar
3961,m y thakur,himachal pradesh,syed_mushtaq_ali_trophy,thakur
3962,mridul p surroch,himachal pradesh,syed_mushtaq_ali_trophy,surroch
3963,mukul negi,himachal pradesh,syed_mushtaq_ali_trophy,negi
3964,n k kanwar,himachal pradesh,syed_mushtaq_ali_trophy,kanwar
3965,n r gangta,himachal pradesh,syed_mushtaq_ali_trophy,gangta
3966,p j singh,himachal pradesh,syed_mushtaq_ali_trophy,singh
3967,p p jaswal,himachal pradesh,syed_mushtaq_ali_trophy,jaswal
3968,p s chopra,himachal pradesh,syed_mushtaq_ali_trophy,chopra
3969,paras dhanaik,himachal pradesh,syed_mushtaq_ali_trophy,dhanaik
3970,prashant tomar,himachal pradesh,syed_mushtaq_ali_trophy,tomar
3971,praval s singh,himachal pradesh,syed_mushtaq_ali_trophy,singh
3972,prikshit kashyap,himachal pradesh,syed_mushtaq_ali_trophy,kashyap
3973,prince thakur,himachal pradesh,syed_mushtaq_ali_trophy,thakur
3974,purab j singh,himachal pradesh,syed_mushtaq_ali_trophy,singh
3975,r i thakur,himachal pradesh,syed_mushtaq_ali_trophy,thakur
3976,r r dhawan,himachal pradesh,syed_mushtaq_ali_trophy,dhawan
3977,r v kashyap,himachal pradesh,syed_mushtaq_ali_trophy,kashyap
3978,raghav dhawan,himachal pradesh,syed_mushtaq_ali_trophy,dhawan
3979,raghav r bali,himachal pradesh,syed_mushtaq_ali_trophy,bali
3980,rahul r chauhan,himachal pradesh,syed_mushtaq_ali_trophy,chauhan
3981,rajat c verma,himachal pradesh,syed_mushtaq_ali_trophy,verma
3982,rakesh,himachal pradesh,syed_mushtaq_ali_trophy,rakesh
3983,ritik v kumar,himachal pradesh,syed_mushtaq_ali_trophy,kumar
3984,rohit k thakur,himachal pradesh,syed_mushtaq_ali_trophy,thakur
3985,s a saran,himachal pradesh,syed_mushtaq_ali_trophy,saran
3986,s g arora,himachal pradesh,syed_mushtaq_ali_trophy,arora
3987,s l verma,himachal pradesh,syed_mushtaq_ali_trophy,verma
3988,shourya garg,himachal pradesh,syed_mushtaq_ali_trophy,garg
3989,v c dogra,himachal pradesh,syed_mushtaq_ali_trophy,dogra
3990,v k galetiya,himachal pradesh,syed_mushtaq_ali_trophy,galetiya
3991,vaibhav g arora,himachal pradesh,syed_mushtaq_ali_trophy,arora
3992,vaibhav s kalta,himachal pradesh,syed_mushtaq_ali_trophy,kalta
3993,vipin sharma,himachal pradesh,syed_mushtaq_ali_trophy,sharma
3994,yutish jamwal,himachal pradesh,syed_mushtaq_ali_trophy,jamwal
3995,a vaishnav reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
3996,aarya udupa,hyderabad,syed_mushtaq_ali_trophy,udupa
3997,abhirath reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
3998,ajay dev goud,hyderabad,syed_mushtaq_ali_trophy,goud
3999,ajay yadav,hyderabad,syed_mushtaq_ali_trophy,yadav
4000,alankrit,hyderabad,syed_mushtaq_ali_trophy,alankrit
4001,ali kachchhi,hyderabad,syed_mushtaq_ali_trophy,kachchhi
4002,aman rao,hyderabad,syed_mushtaq_ali_trophy,rao
4003,ammaar m ayub,hyderabad,syed_mushtaq_ali_trophy,ayub
4004,aravelly avanish,hyderabad,syed_mushtaq_ali_trophy,avanish
4005,arbaz baig,hyderabad,syed_mushtaq_ali_trophy,baig
4006,arun,hyderabad,syed_mushtaq_ali_trophy,arun
4007,aryan cariappa,hyderabad,syed_mushtaq_ali_trophy,cariappa
4008,aryan krishna,hyderabad,syed_mushtaq_ali_trophy,krishna
4009,ashesh singh,hyderabad,syed_mushtaq_ali_trophy,singh
4010,ashish srivastav,hyderabad,syed_mushtaq_ali_trophy,srivastav
4011,atul vyas,hyderabad,syed_mushtaq_ali_trophy,vyas
4012,b rathan teja,hyderabad,syed_mushtaq_ali_trophy,teja
4013,bhagath varma,hyderabad,syed_mushtaq_ali_trophy,varma
4014,bhuvangagiri punnaiah,hyderabad,syed_mushtaq_ali_trophy,punnaiah
4015,buddhi rahul,hyderabad,syed_mushtaq_ali_trophy,rahul
4016,c hitesh  yadav,hyderabad,syed_mushtaq_ali_trophy,yadav
4017,c v milind,hyderabad,syed_mushtaq_ali_trophy,milind
4018,ch madhuveer reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4019,chandan sahani,hyderabad,syed_mushtaq_ali_trophy,sahani
4020,ctl rakshann,hyderabad,syed_mushtaq_ali_trophy,rakshann
4021,dane johnson,hyderabad,syed_mushtaq_ali_trophy,johnson
4022,dheeraj goud,hyderabad,syed_mushtaq_ali_trophy,goud
4023,dinesh rathod,hyderabad,syed_mushtaq_ali_trophy,rathod
4024,e jayasimha,hyderabad,syed_mushtaq_ali_trophy,jayasimha
4025,e sanketh,hyderabad,syed_mushtaq_ali_trophy,sanketh
4026,e vidyananda reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4027,g anikethreddy,hyderabad,syed_mushtaq_ali_trophy,anikethreddy
4028,g arjun,hyderabad,syed_mushtaq_ali_trophy,arjun
4029,g rithish reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4030,gadugu ganesh,hyderabad,syed_mushtaq_ali_trophy,ganesh
4031,gaurav reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4032,h k simha,hyderabad,syed_mushtaq_ali_trophy,simha
4033,harish thakur,hyderabad,syed_mushtaq_ali_trophy,thakur
4034,himateja k,hyderabad,syed_mushtaq_ali_trophy,k
4035,ilyaan sathani,hyderabad,syed_mushtaq_ali_trophy,sathani
4036,j mallikarjun,hyderabad,syed_mushtaq_ali_trophy,mallikarjun
4037,jaweed ali,hyderabad,syed_mushtaq_ali_trophy,ali
4038,k nitesh reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4039,k rohit rayudu,hyderabad,syed_mushtaq_ali_trophy,rayudu
4040,k sri harsha,hyderabad,syed_mushtaq_ali_trophy,harsha
4041,kartikeya kak,hyderabad,syed_mushtaq_ali_trophy,kak
4042,khush agarwal,hyderabad,syed_mushtaq_ali_trophy,agarwal
4043,m dhanush,hyderabad,syed_mushtaq_ali_trophy,dhanush
4044,m pratyush,hyderabad,syed_mushtaq_ali_trophy,pratyush
4045,m s r charan,hyderabad,syed_mushtaq_ali_trophy,charan
4046,m sai pratheek,hyderabad,syed_mushtaq_ali_trophy,pratheek
4047,m samhith reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4048,mayank gupta,hyderabad,syed_mushtaq_ali_trophy,gupta
4049,md arfaz,hyderabad,syed_mushtaq_ali_trophy,arfaz
4050,md saqlain,hyderabad,syed_mushtaq_ali_trophy,saqlain
4051,md siraj,hyderabad,syed_mushtaq_ali_trophy,siraj
4052,mickil jaiswal,hyderabad,syed_mushtaq_ali_trophy,jaiswal
4053,mohammad abrar,hyderabad,syed_mushtaq_ali_trophy,abrar
4054,mohammad afreedi,hyderabad,syed_mushtaq_ali_trophy,afreedi
4055,mohd abdul adnan,hyderabad,syed_mushtaq_ali_trophy,adnan
4056,ms karthikeya,hyderabad,syed_mushtaq_ali_trophy,karthikeya
4057,mudassar,hyderabad,syed_mushtaq_ali_trophy,mudassar
4058,murugan abhishek,hyderabad,syed_mushtaq_ali_trophy,abhishek
4059,n nitin sai yadav,hyderabad,syed_mushtaq_ali_trophy,yadav
4060,n rakesh nayak,hyderabad,syed_mushtaq_ali_trophy,nayak
4061,n surya teja,hyderabad,syed_mushtaq_ali_trophy,teja
4062,navanith,hyderabad,syed_mushtaq_ali_trophy,navanith
4063,nishanth s,hyderabad,syed_mushtaq_ali_trophy,s
4064,nitish reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4065,paras raj,hyderabad,syed_mushtaq_ali_trophy,raj
4066,pragnay reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4067,pranav suryadevara,hyderabad,syed_mushtaq_ali_trophy,suryadevara
4068,prateek reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4069,prithvi,hyderabad,syed_mushtaq_ali_trophy,prithvi
4070,rahul,hyderabad,syed_mushtaq_ali_trophy,rahul
4071,rahul radesh,hyderabad,syed_mushtaq_ali_trophy,radesh
4072,rahul singh gahlaut,hyderabad,syed_mushtaq_ali_trophy,gahlaut
4073,rajamani prasad,hyderabad,syed_mushtaq_ali_trophy,prasad
4074,rishab baslas,hyderabad,syed_mushtaq_ali_trophy,baslas
4075,sagar chaurasia,hyderabad,syed_mushtaq_ali_trophy,chaurasia
4076,saketh dhatrak,hyderabad,syed_mushtaq_ali_trophy,dhatrak
4077,sarthak bharadwaj,hyderabad,syed_mushtaq_ali_trophy,bharadwaj
4078,shaunak,hyderabad,syed_mushtaq_ali_trophy,shaunak
4079,suraj,hyderabad,syed_mushtaq_ali_trophy,suraj
4080,t p anirudh srivatsa,hyderabad,syed_mushtaq_ali_trophy,srivatsa
4081,t ravi teja,hyderabad,syed_mushtaq_ali_trophy,teja
4082,t santosh goud,hyderabad,syed_mushtaq_ali_trophy,goud
4083,tanay thyagarajan,hyderabad,syed_mushtaq_ali_trophy,thyagarajan
4084,tanmay agarwal,hyderabad,syed_mushtaq_ali_trophy,agarwal
4085,tilak varma,hyderabad,syed_mushtaq_ali_trophy,varma
4086,varun,hyderabad,syed_mushtaq_ali_trophy,varun
4087,varun dhatrak,hyderabad,syed_mushtaq_ali_trophy,dhatrak
4088,vignesh reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4089,vikas reddy,hyderabad,syed_mushtaq_ali_trophy,reddy
4090,vm danush,hyderabad,syed_mushtaq_ali_trophy,danush
4091,y chaitanya krishna,hyderabad,syed_mushtaq_ali_trophy,krishna
4092,yash gupta,hyderabad,syed_mushtaq_ali_trophy,gupta
4093,yash v satwalekar,hyderabad,syed_mushtaq_ali_trophy,satwalekar
4094,abdul samad,j  k,syed_mushtaq_ali_trophy,samad
4095,abhinav puri,j  k,syed_mushtaq_ali_trophy,puri
4096,abid mushtaq,j  k,syed_mushtaq_ali_trophy,mushtaq
4097,ahmad omar banday,j  k,syed_mushtaq_ali_trophy,banday
4098,anshul pandita,j  k,syed_mushtaq_ali_trophy,pandita
4099,auqib nabi,j  k,syed_mushtaq_ali_trophy,nabi
4100,fazil  rashid,j  k,syed_mushtaq_ali_trophy,rashid
4101,govind sharma,j  k,syed_mushtaq_ali_trophy,sharma
4102,imtiyaz ahmad ganai,j  k,syed_mushtaq_ali_trophy,ganai
4103,irfan haq,j  k,syed_mushtaq_ali_trophy,haq
4104,lone nasir muzaffar,j  k,syed_mushtaq_ali_trophy,muzaffar
4105,m ashwin,j  k,syed_mushtaq_ali_trophy,ashwin
4106,muneeb munaf,j  k,syed_mushtaq_ali_trophy,munaf
4107,musaif ajaz,j  k,syed_mushtaq_ali_trophy,ajaz
4108,p k dogra,j  k,syed_mushtaq_ali_trophy,dogra
4109,qamran iqbal,j  k,syed_mushtaq_ali_trophy,iqbal
4110,rasikh salam,j  k,syed_mushtaq_ali_trophy,salam
4111,rohit sharma,j  k,syed_mushtaq_ali_trophy,sharma
4112,sahil lotra,j  k,syed_mushtaq_ali_trophy,lotra
4113,shivansh sharma,j  k,syed_mushtaq_ali_trophy,sharma
4114,shubham khajuria,j  k,syed_mushtaq_ali_trophy,khajuria
4115,shubham singh pundir,j  k,syed_mushtaq_ali_trophy,pundir
4116,sunil kumar,j  k,syed_mushtaq_ali_trophy,kumar
4117,suryansh raina,j  k,syed_mushtaq_ali_trophy,raina
4118,umar nazir,j  k,syed_mushtaq_ali_trophy,nazir
4119,umran malik,j  k,syed_mushtaq_ali_trophy,malik
4120,vivrant sharma,j  k,syed_mushtaq_ali_trophy,sharma
4121,waseem bashir,j  k,syed_mushtaq_ali_trophy,bashir
4122,yudhvir singh,j  k,syed_mushtaq_ali_trophy,singh
4123,a r d bharadwaj,jharkhand,syed_mushtaq_ali_trophy,bharadwaj
4124,aditya singh,jharkhand,syed_mushtaq_ali_trophy,singh
4125,anukul roy,jharkhand,syed_mushtaq_ali_trophy,roy
4126,arnav sinha,jharkhand,syed_mushtaq_ali_trophy,sinha
4127,arvind kumar,jharkhand,syed_mushtaq_ali_trophy,kumar
4128,aryaman sen,jharkhand,syed_mushtaq_ali_trophy,sen
4129,ashish kumar,jharkhand,syed_mushtaq_ali_trophy,kumar
4130,bal krishna,jharkhand,syed_mushtaq_ali_trophy,krishna
4131,ishan,jharkhand,syed_mushtaq_ali_trophy,ishan
4132,kumar deobrat,jharkhand,syed_mushtaq_ali_trophy,deobrat
4133,kumar kushagra,jharkhand,syed_mushtaq_ali_trophy,kushagra
4134,kumar suraj,jharkhand,syed_mushtaq_ali_trophy,suraj
4135,manishi,jharkhand,syed_mushtaq_ali_trophy,manishi
4136,md nazim,jharkhand,syed_mushtaq_ali_trophy,nazim
4137,pankaj kumar,jharkhand,syed_mushtaq_ali_trophy,kumar
4138,prabhat,jharkhand,syed_mushtaq_ali_trophy,prabhat
4139,rahul prasad,jharkhand,syed_mushtaq_ali_trophy,prasad
4140,raunak,jharkhand,syed_mushtaq_ali_trophy,raunak
4141,ravi kumar yadav,jharkhand,syed_mushtaq_ali_trophy,yadav
4142,robin minz,jharkhand,syed_mushtaq_ali_trophy,minz
4143,sahil raj,jharkhand,syed_mushtaq_ali_trophy,raj
4144,satya setu,jharkhand,syed_mushtaq_ali_trophy,setu
4145,saurabh,jharkhand,syed_mushtaq_ali_trophy,saurabh
4146,sharandeep singh,jharkhand,syed_mushtaq_ali_trophy,singh
4147,shikhar mohan,jharkhand,syed_mushtaq_ali_trophy,mohan
4148,shubham kumar singh,jharkhand,syed_mushtaq_ali_trophy,singh
4149,supriyo chakraborty,jharkhand,syed_mushtaq_ali_trophy,chakraborty
4150,surwar,jharkhand,syed_mushtaq_ali_trophy,surwar
4151,sushant mishra,jharkhand,syed_mushtaq_ali_trophy,mishra
4152,utkarsh singh,jharkhand,syed_mushtaq_ali_trophy,singh
4153,v vishal,jharkhand,syed_mushtaq_ali_trophy,vishal
4154,varun aaron,jharkhand,syed_mushtaq_ali_trophy,aaron
4155,vikas kumar,jharkhand,syed_mushtaq_ali_trophy,kumar
4156,vikash singh,jharkhand,syed_mushtaq_ali_trophy,singh
4157,vinayak vikram,jharkhand,syed_mushtaq_ali_trophy,vikram
4158,virat singh,jharkhand,syed_mushtaq_ali_trophy,singh
4159,vivek anand tiwari,jharkhand,syed_mushtaq_ali_trophy,tiwari
4160,yuvraj kumar,jharkhand,syed_mushtaq_ali_trophy,kumar
4161,abhilash shetty,karnataka,syed_mushtaq_ali_trophy,shetty
4162,abhinav manohar,karnataka,syed_mushtaq_ali_trophy,manohar
4163,adhoksh,karnataka,syed_mushtaq_ali_trophy,adhoksh
4164,aneesh k v,karnataka,syed_mushtaq_ali_trophy,v
4165,b r sharath,karnataka,syed_mushtaq_ali_trophy,sharath
4166,chethana l r,karnataka,syed_mushtaq_ali_trophy,r
4167,devdutt padikkal,karnataka,syed_mushtaq_ali_trophy,padikkal
4168,dhanush gowda r,karnataka,syed_mushtaq_ali_trophy,r
4169,dheeraj gowda,karnataka,syed_mushtaq_ali_trophy,gowda
4170,hardik raj,karnataka,syed_mushtaq_ali_trophy,raj
4171,jasper ej,karnataka,syed_mushtaq_ali_trophy,ej
4172,k l rahul,karnataka,syed_mushtaq_ali_trophy,rahul
4173,k l shrijith,karnataka,syed_mushtaq_ali_trophy,shrijith
4174,karthikeya k p,karnataka,syed_mushtaq_ali_trophy,p
4175,kishan s bedare,karnataka,syed_mushtaq_ali_trophy,bedare
4176,koushik v,karnataka,syed_mushtaq_ali_trophy,v
4177,kruthik krishna,karnataka,syed_mushtaq_ali_trophy,krishna
4178,kumar l r,karnataka,syed_mushtaq_ali_trophy,r
4179,lavish kaushal,karnataka,syed_mushtaq_ali_trophy,kaushal
4180,luvnith sisodia,karnataka,syed_mushtaq_ali_trophy,sisodia
4181,m prasidh,karnataka,syed_mushtaq_ali_trophy,prasidh
4182,m s bhandage,karnataka,syed_mushtaq_ali_trophy,bhandage
4183,macneil h n,karnataka,syed_mushtaq_ali_trophy,n
4184,manish pandey,karnataka,syed_mushtaq_ali_trophy,pandey
4185,manvanth kumar l,karnataka,syed_mushtaq_ali_trophy,l
4186,mayank agarawal,karnataka,syed_mushtaq_ali_trophy,agarawal
4187,mohsin khan,karnataka,syed_mushtaq_ali_trophy,khan
4188,pravin dubey,karnataka,syed_mushtaq_ali_trophy,dubey
4189,rohit kumar a c,karnataka,syed_mushtaq_ali_trophy,c
4190,s j nikin jose,karnataka,syed_mushtaq_ali_trophy,jose
4191,s s sateri,karnataka,syed_mushtaq_ali_trophy,sateri
4192,samarth n,karnataka,syed_mushtaq_ali_trophy,n
4193,samit dravid,karnataka,syed_mushtaq_ali_trophy,dravid
4194,shashi  kumar k,karnataka,syed_mushtaq_ali_trophy,k
4195,shikhar shetty,karnataka,syed_mushtaq_ali_trophy,shetty
4196,shreyas gopal,karnataka,syed_mushtaq_ali_trophy,gopal
4197,shubhang hegde,karnataka,syed_mushtaq_ali_trophy,hegde
4198,smaran r,karnataka,syed_mushtaq_ali_trophy,r
4199,v vyshak,karnataka,syed_mushtaq_ali_trophy,vyshak
4200,venkatesh m,karnataka,syed_mushtaq_ali_trophy,m
4201,vidwath kaverappa,karnataka,syed_mushtaq_ali_trophy,kaverappa
4202,vidyadhar patil,karnataka,syed_mushtaq_ali_trophy,patil
4203,vishal onat,karnataka,syed_mushtaq_ali_trophy,onat
4204,yashovardhan parantap,karnataka,syed_mushtaq_ali_trophy,parantap
4205,a a sarvate,kerala,syed_mushtaq_ali_trophy,sarvate
4206,abdul bazith p a,kerala,syed_mushtaq_ali_trophy,a
4207,abhishek j nair,kerala,syed_mushtaq_ali_trophy,nair
4208,abijith praveen v,kerala,syed_mushtaq_ali_trophy,v
4209,adithya krishnan k,kerala,syed_mushtaq_ali_trophy,k
4210,ajith vasudevan,kerala,syed_mushtaq_ali_trophy,vasudevan
4211,ajnas m,kerala,syed_mushtaq_ali_trophy,m
4212,akhil scaria,kerala,syed_mushtaq_ali_trophy,scaria
4213,akshay chandran,kerala,syed_mushtaq_ali_trophy,chandran
4214,anand krishnan,kerala,syed_mushtaq_ali_trophy,krishnan
4215,asif k m,kerala,syed_mushtaq_ali_trophy,m
4216,athif bin ashraf,kerala,syed_mushtaq_ali_trophy,ashraf
4217,b aparajith,kerala,syed_mushtaq_ali_trophy,aparajith
4218,basil n p,kerala,syed_mushtaq_ali_trophy,p
4219,basil thampi,kerala,syed_mushtaq_ali_trophy,thampi
4220,biju narayanan n,kerala,syed_mushtaq_ali_trophy,n
4221,edhen apple tom,kerala,syed_mushtaq_ali_trophy,tom
4222,fanoos f,kerala,syed_mushtaq_ali_trophy,f
4223,govind dev d pai,kerala,syed_mushtaq_ali_trophy,pai
4224,jalaj saxena,kerala,syed_mushtaq_ali_trophy,saxena
4225,krishna prasad,kerala,syed_mushtaq_ali_trophy,prasad
4226,m s akhil,kerala,syed_mushtaq_ali_trophy,akhil
4227,midhun p k,kerala,syed_mushtaq_ali_trophy,k
4228,midhun s,kerala,syed_mushtaq_ali_trophy,s
4229,mohammed azharuddeen,kerala,syed_mushtaq_ali_trophy,azharuddeen
4230,mohammed ishaque,kerala,syed_mushtaq_ali_trophy,ishaque
4231,monukrishna,kerala,syed_mushtaq_ali_trophy,monukrishna
4232,nidheesh m d,kerala,syed_mushtaq_ali_trophy,d
4233,pavan raj,kerala,syed_mushtaq_ali_trophy,raj
4234,riya basheer p,kerala,syed_mushtaq_ali_trophy,p
4235,rohan s kunnummal,kerala,syed_mushtaq_ali_trophy,kunnummal
4236,sachin baby,kerala,syed_mushtaq_ali_trophy,baby
4237,salman nizar,kerala,syed_mushtaq_ali_trophy,nizar
4238,sanju samson,kerala,syed_mushtaq_ali_trophy,samson
4239,sharafuddeen n m,kerala,syed_mushtaq_ali_trophy,m
4240,shoun roger,kerala,syed_mushtaq_ali_trophy,roger
4241,sijomon joseph,kerala,syed_mushtaq_ali_trophy,joseph
4242,sreehari s nair,kerala,syed_mushtaq_ali_trophy,nair
4243,vaisakh chandran,kerala,syed_mushtaq_ali_trophy,chandran
4244,varun nayanar,kerala,syed_mushtaq_ali_trophy,nayanar
4245,vathsal,kerala,syed_mushtaq_ali_trophy,vathsal
4246,vinod kumar c v,kerala,syed_mushtaq_ali_trophy,v
4247,vishnu raj,kerala,syed_mushtaq_ali_trophy,raj
4248,vishnu vinod,kerala,syed_mushtaq_ali_trophy,vinod
4249,vishweshar a suresh,kerala,syed_mushtaq_ali_trophy,suresh
4250,abhishek mavi,madhya pradesh,syed_mushtaq_ali_trophy,mavi
4251,abhishek pathak,madhya pradesh,syed_mushtaq_ali_trophy,pathak
